x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,target,Id
,4.653736838094161,-7.592556843549977,1.7141884773618636,-0.6221674104021927,-2.7586490103390613,-3.5769366562532117,12.825621277368956,-1.0777007927931064,-2.9906207819037234,-4.889358212715737,7.6970965712713655,1.0848400662147506,4.67014771183318,1.6930874280604233,10.147519057939679,1
16.366673274104713,-5.129069862209662,-4.056004389701506,-1.587978092645559,7.676220916837348,16.847335705800322,-0.5985682975899732,-8.8140404306795,-5.749997009618273,4.542493415438975,10.320050109028875,7.853914547608963,-1.9756008246513834,2.626949364392662,0.45856463614799725,40.589305877265076,2
1.671238914367355,10.997672088489912,1.7704585655937632,1.324816902231842,0.8421577860215842,4.314447396268819,3.3161698067302434,-15.28695030292626,-2.229412269355901,-3.284181326497106,-8.87078964756343,-3.9785082354483325,4.437812484076844,-9.797043146536936,3.805246024627711,-29.214667641231035,3
-12.860649765025956,-4.22634165903875,1.2886998858915724,1.143941283977978,8.863173262492335,11.838897454665881,-1.8318598511860456,-4.8505100007988124,5.983591448371739,-1.3357028426725834,-17.712846143781174,-16.387132452174523,-2.729442823385307,5.625468029477452,0.5597202120828678,-21.157257127371444,4
5.276754301682716,-5.392046512868453,1.255337843671511,1.2207632501135317,-3.8550190018088024,6.816328282671945,-3.4771103439178415,-3.808780114041752,-2.6622701732605307,-8.349452710921751,6.76159058117107,-6.787474725925124,0.03708945337893331,5.439739545608272,1.7548269817279574,-23.80098202895789,5
-7.761151274086133,3.956631427270916,6.636394907286849,3.8963764732471646,36.31201171758513,6.184115311833617,-5.198063740060238,-22.367193057161607,1.8670408477736127,-5.676022915861011,-5.767216524681973,-8.8508113352052,-0.41794520539871194,12.06176831150288,0.6171866117951249,54.61472564362567,9
-1.2123024099052497,-13.0702366722498,-13.260356837842997,-0.948970491492668,-0.670228138184048,26.382320408079647,0.6843346937459074,10.309872054190878,-3.4821268743020495,-8.27337676861107,-13.400602019057535,-10.48664048307189,6.318475166614381,-9.294145925800901,3.295186445179938,-4.457907049562632,10
-6.900254788907997,11.756708960427106,3.0480916950744352,-0.30565972700345695,-0.5079750138984519,-9.771212448748292,2.3432262881375228,-4.773209397270132,-8.547471237078756,-8.922667335582362,2.3963753290766285,22.8333799703391,0.4749435812149267,-1.342415141549653,1.1232707788001097,-2123.065680458516,11
-6.837588398208861,8.118961999841172,-3.124534560828636,-0.009994697367698119,-2.0367949810995816,5.037529960671696,7.393530658375985,0.9503218194876025,4.490879919701819,-14.314473575073539,-0.6764527783766816,-12.192960404236736,-3.6181111423281886,-9.936460439107831,-1.3130747872579618,-28.575058476475196,13
1.7441424582455851,31.771218321792524,14.861099143259775,-1.665000191515615,-3.5813179632708296,-21.838533017932765,-3.102995880728659,3.310996627470003,8.409718235159039,-5.090524509696353,-9.082793345393403,-31.049419166323165,-0.48288240314395686,-12.021420394619376,-2.080648882330855,-60.44813190471847,15
